"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.002891035080904,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2008",-0.012238092081445,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2009",-0.004248983342215,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2010",-0.004650358170586,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2011",-0.006492306616659,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.002254560976856,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2013",-0.013673560995822,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2014",-0.000266854176201,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.004990470898136,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.007845062545394,
"NOR","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.007397947736531,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.122148519853787,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.104540402770763,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.393825008606748,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.596643066974787,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.103679811510636,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.080900931216375,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.221374833538902,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.138983870151818,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.111301783280032,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.310916438511402,
"LVA","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.270480481569934,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2007",0.154330133913949,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.149228133109571,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.155948660275847,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2010",0.158445936765923,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2011",0.154128440366972,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.151398134738933,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.139630180224311,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.138047745030687,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.139786604047328,
"JPN","GFCFASSET","CULTASSET","PC_GFCF","A","2016",0.163184632093188,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2007",2.29080167730474,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2008",2.17807304172007,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2009",2.24216812768484,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2010",2.30328068451856,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2011",2.09816973988163,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2012",1.64865895512902,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2013",1.31892745028636,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2014",1.24472195920874,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2015",1.27532308973637,
"COL","GFCFASSET","CULTASSET","PC_GFCF","A","2016",1.54166488398294,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2007",1.42757862346814,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2008",1.16291662300866,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2009",1.29256585440427,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2010",1.39935855446214,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2011",1.35235583160934,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2012",1.26726094585196,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2013",1.20225461706678,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2014",1.08209203733803,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2015",1.21574821310197,
"CRI","GFCFASSET","CULTASSET","PC_GFCF","A","2016",1.26097405099785,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2007",1.35045247555048,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2008",0.815464162707345,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2009",0.731642046600632,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2010",1.26235950184479,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2011",1.01089484554312,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2012",0.412711195186686,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2013",0.84843461660229,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2014",0.573566384661507,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2015",0.926838529581519,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2016",1.55632277295927,
"LTU","GFCFASSET","CULTASSET","PC_GFCF","A","2017",0.88441822686784,
